electrode_name,region
FH08,ctx-lh-precentral
FH15,ctx-lh-precentral
FH16,ctx-lh-postcentral
FH23,ctx-lh-precentral
FH24,ctx-lh-postcentral
FH30,ctx-lh-precentral
FH31,ctx-lh-precentral
FH32,ctx-lh-postcentral
FL04,ctx-lh-parsopercularis
FL05,ctx-lh-precentral
FL06,ctx-lh-precentral
FL07,ctx-lh-postcentral
FL08,ctx-lh-postcentral
FL10,ctx-lh-parstriangularis
FL11,ctx-lh-parstriangularis
FL12,ctx-lh-parsopercularis
FL13,ctx-lh-parsopercularis
FL15,ctx-lh-postcentral
FL16,ctx-lh-postcentral
FL17,ctx-lh-parstriangularis
FL18,ctx-lh-parstriangularis
FL19,ctx-lh-parstriangularis
FL20,ctx-lh-parstriangularis
FL21,ctx-lh-parsopercularis
FL22,ctx-lh-precentral
FL23,ctx-lh-superiortemporal
FL24,ctx-lh-superiortemporal
FL25,ctx-lh-parstriangularis
FL26,ctx-lh-parstriangularis
FL27,ctx-lh-parstriangularis
FL28,ctx-lh-superiortemporal
FL29,ctx-lh-superiortemporal
FL30,ctx-lh-superiortemporal
FL31,ctx-lh-middletemporal
FL32,ctx-lh-superiortemporal
