electrode_name,region
F29,ctx-lh-parstriangularis
T33,ctx-lh-middletemporal
T34,ctx-lh-middletemporal
T35,ctx-lh-middletemporal
T36,ctx-lh-superiortemporal
T37,ctx-lh-superiortemporal
T38,ctx-lh-parsopercularis
T39,ctx-lh-parstriangularis
T40,ctx-lh-parstriangularis
T41,ctx-lh-middletemporal
T42,ctx-lh-middletemporal
T43,ctx-lh-middletemporal
T44,ctx-lh-superiortemporal
T45,ctx-lh-precentral
T46,ctx-lh-precentral
T47,ctx-lh-parsopercularis
T48,ctx-lh-parstriangularis
T49,ctx-lh-middletemporal
T50,ctx-lh-superiortemporal
T51,ctx-lh-superiortemporal
T52,ctx-lh-postcentral
T53,ctx-lh-postcentral
T54,ctx-lh-precentral
T55,ctx-lh-precentral
T56,ctx-lh-parsopercularis
T57,ctx-lh-superiortemporal
T58,ctx-lh-superiortemporal
T59,ctx-lh-supramarginal
T60,ctx-lh-postcentral
T61,ctx-lh-postcentral
T62,ctx-lh-precentral
T63,ctx-lh-precentral
C01,ctx-lh-supramarginal
C02,ctx-lh-supramarginal
C03,ctx-lh-supramarginal
C04,ctx-lh-supramarginal
C05,ctx-lh-postcentral
C06,ctx-lh-precentral
