electrode_name,region
AIR1,ctx-rh-insula
AIR2,ctx-rh-insula
AIR3,ctx-rh-parstriangularis
AIR4,ctx-rh-parstriangularis
AIR5,Right-Cerebral-White-Matter
AIR6,Right-Cerebral-White-Matter
AIR7,Right-Cerebral-White-Matter
AIR8,Right-Cerebral-White-Matter
AIR9,Right-Cerebral-White-Matter
AIR10,ctx-rh-rostralmiddlefrontal
AIR11,ctx-rh-rostralmiddlefrontal
AIR12,Right-Cerebral-White-Matter
AIR13,Right-Cerebral-White-Matter
AIR14,ctx-rh-superiorfrontal
AIR15,ctx-rh-superiorfrontal
AR1,Right-Hippocampus
AR2,Right-Hippocampus
AR3,Right-Hippocampus
AR4,Right-Amygdala
AR5,Right-Cerebral-White-Matter
AR6,Right-Cerebral-White-Matter
AR7,Right-Cerebral-White-Matter
AR8,Right-Cerebral-White-Matter
AR9,ctx-rh-inferiortemporal
AR10,ctx-rh-middletemporal
AR11,Right-Cerebral-White-Matter
AR12,ctx-rh-middletemporal
IPR1,ctx-rh-insula
IPR2,ctx-rh-insula
IPR3,ctx-rh-insula
IPR4,ctx-rh-insula
IPR5,Right-Cerebral-White-Matter
IPR6,Right-Cerebral-White-Matter
IPR7,Right-Cerebral-White-Matter
IPR8,Right-Cerebral-White-Matter
IPR9,Right-Cerebral-White-Matter
IPR10,Right-Cerebral-White-Matter
IPR11,Right-Cerebral-White-Matter
IPR12,Right-Cerebral-White-Matter
IPR13,Right-Cerebral-White-Matter
IPR14,Right-Cerebral-White-Matter
IPR15,Right-Cerebral-White-Matter
AHR1,Right-Hippocampus
AHR2,Right-Hippocampus
AHR3,Right-Hippocampus
AHR4,Right-Inf-Lat-Vent
AHR5,Right-Cerebral-White-Matter
AHR6,Right-Cerebral-White-Matter
AHR7,Right-Cerebral-White-Matter
AHR8,Right-Cerebral-White-Matter
AHR9,Right-Cerebral-White-Matter
AHR10,ctx-rh-middletemporal
PHR1,Right-Hippocampus
PHR2,Right-Inf-Lat-Vent
PHR3,Right-Cerebral-White-Matter
PHR4,Right-Cerebral-White-Matter
PHR5,ctx-rh-superiortemporal
PHR6,ctx-rh-middletemporal
PHR7,Right-Cerebral-White-Matter
PHR8,Right-Cerebral-White-Matter
PHR9,ctx-rh-middletemporal
PHR10,ctx-rh-middletemporal
PHR11,ctx-rh-middletemporal
PHR12,Out-of-bounds
ATR1,Right-Cerebral-White-Matter
ATR2,Right-Cerebral-White-Matter
ATR3,Right-Cerebral-White-Matter
ATR4,Right-Cerebral-White-Matter
ATR5,ctx-rh-middletemporal
ATR6,ctx-rh-middletemporal
ATR7,ctx-rh-middletemporal
ATR8,ctx-rh-middletemporal
TOR1,Right-Cerebral-White-Matter
TOR2,Right-Cerebral-White-Matter
TOR3,ctx-rh-lingual
TOR4,ctx-rh-lingual
TOR5,Right-Cerebral-White-Matter
TOR6,Right-Cerebral-White-Matter
TOR7,Right-Cerebral-White-Matter
TOR8,Right-Cerebral-White-Matter
TOR9,ctx-rh-lateraloccipital
TOR10,ctx-rh-lateraloccipital
TOR11,ctx-rh-lateraloccipital
TOR12,ctx-rh-lateraloccipital
COR1,ctx-rh-postcentral
COR2,Right-Cerebral-White-Matter
COR3,Right-Cerebral-White-Matter
COR4,ctx-rh-postcentral
COR5,ctx-rh-postcentral
COR6,ctx-rh-postcentral
COR7,ctx-rh-postcentral
COR8,ctx-rh-postcentral
PR1,ctx-rh-supramarginal
PR2,ctx-rh-supramarginal
PR3,ctx-rh-supramarginal
PR4,ctx-rh-supramarginal
PR5,ctx-rh-supramarginal
PR6,ctx-rh-supramarginal
PR7,ctx-rh-supramarginal
PR8,ctx-rh-supramarginal
SMR1,WM-hypointensities
SMR2,WM-hypointensities
SMR3,ctx-rh-supramarginal
SMR4,Right-Cerebral-White-Matter
SMR5,Right-Cerebral-White-Matter
SMR6,ctx-rh-supramarginal
SMR7,ctx-rh-supramarginal
SMR8,Right-Cerebral-White-Matter
SMR9,ctx-rh-inferiorparietal
SMR10,ctx-rh-supramarginal
