electrode_name,region
F01,ctx-lh-rostralmiddlefrontal
F02,ctx-lh-rostralmiddlefrontal
F03,ctx-lh-rostralmiddlefrontal
F04,ctx-lh-caudalmiddlefrontal
F05,ctx-lh-precentral
F06,ctx-lh-precentral
F07,ctx-lh-precentral
F08,ctx-lh-postcentral
F09,ctx-lh-parstriangularis
F10,ctx-lh-rostralmiddlefrontal
F11,ctx-lh-parsopercularis
F12,ctx-lh-precentral
F13,ctx-lh-precentral
F14,ctx-lh-postcentral
F15,ctx-lh-postcentral
F16,ctx-lh-postcentral
F17,ctx-lh-parstriangularis
F18,ctx-lh-parsopercularis
F19,ctx-lh-parsopercularis
F20,ctx-lh-precentral
F21,ctx-lh-postcentral
F22,ctx-lh-supramarginal
F23,ctx-lh-supramarginal
F24,ctx-lh-supramarginal
F25,ctx-lh-parstriangularis
F26,ctx-lh-parsopercularis
F27,ctx-lh-precentral
F28,ctx-lh-postcentral
F29,ctx-lh-postcentral
F30,ctx-lh-postcentral
F31,ctx-lh-supramarginal
F32,ctx-lh-supramarginal
HF01,ctx-lh-rostralmiddlefrontal
HF02,ctx-lh-rostralmiddlefrontal
HF03,ctx-lh-rostralmiddlefrontal
HF04,ctx-lh-caudalmiddlefrontal
HF05,ctx-lh-caudalmiddlefrontal
HF06,ctx-lh-caudalmiddlefrontal
HF07,ctx-lh-precentral
HF08,ctx-lh-precentral
HF09,ctx-lh-rostralmiddlefrontal
HF10,ctx-lh-rostralmiddlefrontal
HF11,ctx-lh-caudalmiddlefrontal
HF12,ctx-lh-caudalmiddlefrontal
HF13,ctx-lh-caudalmiddlefrontal
HF14,ctx-lh-caudalmiddlefrontal
HF15,ctx-lh-precentral
HF16,ctx-lh-precentral
Dv1,Left-Cerebral-White-Matter
Dv2,ctx-lh-caudalmiddlefrontal
Dv3,Left-Cerebral-White-Matter
Dv4,Left-Cerebral-White-Matter
Dv5,Left-Cerebral-White-Matter
Dv6,ctx-lh-caudalmiddlefrontal
Da1,Left-Cerebral-White-Matter
Da2,ctx-lh-caudalmiddlefrontal
Da3,ctx-lh-caudalmiddlefrontal
Da4,ctx-lh-caudalmiddlefrontal
Da5,Left-Cerebral-White-Matter
Da6,ctx-lh-caudalmiddlefrontal
