electrode_name,region
OR08,ctx-lh-parstriangularis
OR14,ctx-lh-parsorbitalis
OR16,ctx-lh-parstriangularis
F23,ctx-lh-precentral
F24,ctx-lh-precentral
F30,ctx-lh-precentral
F31,ctx-lh-precentral
F32,ctx-lh-postcentral
F36,ctx-lh-parstriangularis
F37,ctx-lh-parsopercularis
F38,ctx-lh-precentral
F39,ctx-lh-postcentral
F40,ctx-lh-postcentral
F42,ctx-lh-parstriangularis
F43,ctx-lh-parstriangularis
F44,ctx-lh-parstriangularis
F45,ctx-lh-parsopercularis
F46,ctx-lh-precentral
F47,ctx-lh-postcentral
F48,ctx-lh-postcentral
F51,ctx-lh-parstriangularis
F52,ctx-lh-parstriangularis
F53,ctx-lh-parstriangularis
F54,ctx-lh-postcentral
F55,ctx-lh-postcentral
F56,ctx-lh-supramarginal
F58,ctx-lh-parsorbitalis
F59,ctx-lh-parstriangularis
F60,ctx-lh-parstriangularis
F61,ctx-lh-precentral
F62,ctx-lh-superiortemporal
F63,ctx-lh-superiortemporal
F64,ctx-lh-superiortemporal
ST5,ctx-lh-superiortemporal
Di1,ctx-lh-insula
Di2,ctx-lh-parsopercularis
Di8,ctx-lh-parsopercularis
