electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
AIL1,ctx-lh-insula,1035,0.0,direct,-32.237,29.398,-25.857,100,233,223
AIL2,ctx-lh-insula,1035,0.0,direct,-31.33,30.205,-23.081,101,235,228
AIL3,ctx-lh-insula,1035,0.0,direct,-30.451,31.154,-19.464,103,236,234
AIL4,Left-Cerebral-White-Matter,2,0.0,direct,-29.555,32.543,-15.637,105,238,240
AIL5,Left-Cerebral-White-Matter,2,0.0,direct,-28.161,33.322,-12.841,107,240,245
AIL6,Left-Cerebral-White-Matter,2,0.0,direct,-27.265,34.711,-9.014,109,242,251
AIL7,Left-Cerebral-White-Matter,2,0.0,direct,-26.861,35.106,-6.469,110,243,255
AIL8,ctx-lh-insula,1035,0.0,direct,-25.937,36.354,-3.484,111,245,260
AIL9,Left-Cerebral-White-Matter,2,0.0,direct,-24.554,37.714,0.364,114,247,267
AIL10,Left-Cerebral-White-Matter,2,0.0,direct,-23.188,38.634,4.002,116,248,273
AIL11,Left-Cerebral-White-Matter,2,0.0,direct,-22.281,39.441,6.777,118,250,277
AIL12,Left-Cerebral-White-Matter,2,0.0,direct,-21.878,39.837,9.322,119,250,281
AIL13,Left-Cerebral-White-Matter,2,0.0,direct,-20.948,42.107,13.569,120,254,289
AIL14,Left-Cerebral-White-Matter,2,0.0,direct,-19.598,42.586,16.996,123,255,294
AIL15,Left-Cerebral-White-Matter,2,0.0,direct,-18.702,43.975,20.823,124,257,301
ACL1,ctx-lh-rostralanteriorcingulate,1026,0.0,direct,-5.822,43.371,5.152,145,257,274
ACL2,ctx-lh-rostralanteriorcingulate,1026,0.0,direct,-9.304,43.414,6.478,139,257,276
ACL3,Left-Cerebral-White-Matter,2,0.0,direct,-13.777,43.075,7.551,132,256,278
ACL4,Left-Cerebral-White-Matter,2,0.0,direct,-16.24,43.36,8.287,128,256,280
ACL5,Left-Cerebral-White-Matter,2,0.0,direct,-19.721,43.404,9.613,122,256,282
ACL6,Left-Cerebral-White-Matter,2,0.0,direct,-23.203,43.447,10.938,116,256,284
ACL7,Left-Cerebral-White-Matter,2,0.0,direct,-26.215,43.021,12.075,112,256,286
ACL8,Left-Cerebral-White-Matter,2,0.0,direct,-29.713,42.624,13.191,106,255,288
ACL9,Left-Cerebral-White-Matter,2,0.0,direct,-32.708,42.639,14.537,101,255,291
ACL10,Left-Cerebral-White-Matter,2,0.0,direct,-36.694,42.271,15.632,94,254,293
ACL11,Left-Cerebral-White-Matter,2,0.0,direct,-39.688,42.286,16.978,89,254,295
ACL12,Left-Cerebral-White-Matter,2,0.0,direct,-43.187,41.889,18.093,84,253,297
IPL1,Left-Cerebral-White-Matter,2,0.0,direct,-36.179,12.624,-25.547,94,205,224
IPL2,ctx-lh-insula,1035,0.0,direct,-35.419,10.489,-23.399,95,202,227
IPL3,Left-Putamen,12,0.0,direct,-35.145,8.383,-21.273,96,198,231
IPL4,Left-Putamen,12,0.0,direct,-34.385,6.248,-19.126,97,195,234
IPL5,Left-Putamen,12,0.0,direct,-33.669,3.814,-16.347,99,190,239
IPL6,Left-Cerebral-White-Matter,2,0.0,direct,-32.987,0.499,-13.989,100,185,243
IPL7,Left-Cerebral-White-Matter,2,0.0,direct,-32.272,-1.935,-11.21,101,181,247
IPL8,Left-Cerebral-White-Matter,2,0.0,direct,-31.511,-4.071,-9.063,103,177,251
IPL9,Left-Cerebral-White-Matter,2,0.0,direct,-30.812,-6.945,-6.494,104,172,255
IPL10,Left-Cerebral-White-Matter,2,0.0,direct,-30.052,-9.08,-4.347,105,169,258
IPL11,Left-Cerebral-White-Matter,2,0.0,direct,-29.779,-11.187,-2.221,106,165,262
IPL12,Left-Cerebral-White-Matter,2,0.0,direct,-28.089,-13.678,0.6,109,161,266
IPL13,Left-Cerebral-White-Matter,2,0.0,direct,-28.319,-16.196,2.495,109,157,270
IPL14,Left-Cerebral-White-Matter,2,0.0,direct,-27.649,-18.93,5.905,110,152,275
IPL15,Left-Cerebral-White-Matter,2,0.0,direct,-26.95,-21.804,8.473,112,148,279
FOL1,ctx-lh-parstriangularis,1020,0.0,direct,-28.703,33.963,0.62,107,241,267
FOL2,ctx-lh-parsopercularis,1018,0.0,direct,-32.146,33.284,0.053,101,239,266
FOL3,ctx-lh-parsopercularis,1018,0.0,direct,-35.572,33.044,-0.304,96,239,266
FOL4,ctx-lh-parsopercularis,1018,0.0,direct,-38.981,33.246,-0.451,90,239,266
FOL5,ctx-lh-parsopercularis,1018,0.0,direct,-42.39,33.447,-0.598,84,239,266
FOL6,ctx-lh-parsopercularis,1018,0.0,direct,-46.303,33.236,-0.976,78,239,265
FOL7,Left-Cerebral-White-Matter,2,0.0,direct,-49.728,32.997,-1.333,72,238,265
FOL8,ctx-lh-parsopercularis,1018,0.0,direct,-53.182,32.9,-0.848,66,238,266
COL1,ctx-lh-precentral,1024,0.0,direct,-42.997,11.06,-5.815,83,202,257
COL2,Left-Cerebral-White-Matter,2,0.0,direct,-46.434,11.403,-5.121,78,203,258
COL3,Left-Cerebral-White-Matter,2,0.0,direct,-49.905,10.865,-4.846,72,202,259
COL4,Left-Cerebral-White-Matter,2,0.0,direct,-53.376,10.327,-4.572,66,201,259
COL5,ctx-lh-postcentral,1022,0.0,direct,-56.801,10.087,-4.929,60,200,259
COL6,ctx-lh-postcentral,1022,0.6,nearest-neighbor,-60.272,9.549,-4.655,55,199,260
COL7,ctx-lh-postcentral,1022,0.0,direct,-63.256,8.982,-4.359,50,198,260
COL8,ctx-lh-postcentral,1022,3.4467378,nearest-neighbor,-67.701,8.501,-4.127,42,197,261
POL1,ctx-lh-supramarginal,1031,0.0,direct,-39.342,-16.965,-4.087,90,156,259
POL2,Left-Cerebral-White-Matter,2,0.0,direct,-42.823,-16.922,-2.761,84,155,261
POL3,Left-Cerebral-White-Matter,2,0.0,direct,-46.826,-17.73,-1.877,78,154,263
POL4,Left-Cerebral-White-Matter,2,0.0,direct,-49.322,-18.326,-1.56,74,153,264
POL5,ctx-lh-supramarginal,1031,0.0,direct,-52.838,-19.163,-0.655,68,151,265
POL6,ctx-lh-supramarginal,1031,0.0,direct,-56.275,-18.821,0.04,62,152,267
POL7,ctx-lh-supramarginal,1031,0.0,direct,-59.791,-19.658,0.945,56,150,268
POL8,ctx-lh-supramarginal,1031,0.6,nearest-neighbor,-63.244,-19.756,1.429,51,150,269
POL9,ctx-lh-supramarginal,1031,1.3416408,nearest-neighbor,-66.743,-20.153,2.545,45,149,271
POL10,ctx-lh-supramarginal,1031,4.5299006,nearest-neighbor,-71.188,-20.634,2.777,38,149,272
PCL1,ctx-lh-isthmuscingulate,1010,0.0,direct,-8.631,-25.446,-1.264,142,142,262
PCL2,Left-Cerebral-White-Matter,2,0.0,direct,-12.005,-24.364,-0.991,136,144,263
PCL3,Left-Cerebral-White-Matter,2,0.0,direct,-14.893,-23.31,-0.697,131,145,263
PCL4,Left-Cerebral-White-Matter,2,0.0,direct,-18.268,-22.228,-0.425,126,147,264
PCL5,Left-Cerebral-White-Matter,2,0.0,direct,-21.643,-21.145,-0.152,120,149,265
PCL6,Left-Cerebral-White-Matter,2,0.0,direct,-25.063,-20.362,0.752,114,150,266
PCL7,Left-Cerebral-White-Matter,2,0.0,direct,-28.438,-19.28,1.025,109,152,267
PCL8,Left-Cerebral-White-Matter,2,0.0,direct,-31.813,-18.198,1.298,103,154,268
PCL9,Left-Cerebral-White-Matter,2,0.0,direct,-35.188,-17.115,1.571,97,155,268
PCL10,Left-Cerebral-White-Matter,2,0.0,direct,-38.563,-16.033,1.844,92,157,269
