electrode_name,region
CP01,ctx-lh-lateraloccipital
CP02,ctx-lh-lateraloccipital
CP03,ctx-lh-middletemporal
CP04,ctx-lh-middletemporal
CP05,ctx-lh-middletemporal
CP06,ctx-lh-middletemporal
CP07,ctx-lh-middletemporal
CP08,ctx-lh-middletemporal
CP09,ctx-lh-inferiorparietal
CP10,ctx-lh-lateraloccipital
CP11,ctx-lh-lateraloccipital
CP12,ctx-lh-middletemporal
CP13,ctx-lh-middletemporal
CP14,ctx-lh-superiortemporal
CP15,ctx-lh-superiortemporal
CP16,ctx-lh-superiortemporal
CP17,ctx-lh-inferiorparietal
CP18,ctx-lh-inferiorparietal
CP19,ctx-lh-inferiorparietal
CP20,Out-of-bounds
CP21,ctx-lh-superiortemporal
CP22,ctx-lh-supramarginal
CP23,ctx-lh-supramarginal
CP24,ctx-lh-postcentral
CP25,ctx-lh-inferiorparietal
CP26,ctx-lh-inferiorparietal
CP27,ctx-lh-inferiorparietal
CP28,ctx-lh-inferiorparietal
CP29,ctx-lh-supramarginal
CP30,ctx-lh-supramarginal
CP31,ctx-lh-supramarginal
CP32,ctx-lh-supramarginal
CP33,ctx-lh-superiorparietal
CP34,ctx-lh-inferiorparietal
CP35,ctx-lh-inferiorparietal
CP36,ctx-lh-inferiorparietal
CP37,ctx-lh-supramarginal
CP38,ctx-lh-supramarginal
CP39,ctx-lh-supramarginal
CP40,ctx-lh-supramarginal
CP41,ctx-lh-superiorparietal
CP42,ctx-lh-inferiorparietal
CP43,ctx-lh-inferiorparietal
CP44,ctx-lh-superiorparietal
CP45,ctx-lh-supramarginal
CP46,ctx-lh-supramarginal
CP47,ctx-lh-postcentral
CP48,ctx-lh-postcentral
CP49,ctx-lh-superiorparietal
CP50,ctx-lh-superiorparietal
CP51,ctx-lh-superiorparietal
CP52,ctx-lh-superiorparietal
CP53,ctx-lh-superiorparietal
CP54,ctx-lh-postcentral
CP55,ctx-lh-postcentral
CP56,ctx-lh-postcentral
CP57,ctx-lh-superiorparietal
CP58,ctx-lh-superiorparietal
CP59,ctx-lh-superiorparietal
CP60,ctx-lh-superiorparietal
CP61,ctx-lh-postcentral
CP62,ctx-lh-postcentral
CP63,ctx-lh-postcentral
CP64,ctx-lh-precentral
FM01,ctx-lh-rostralmiddlefrontal
FM02,ctx-lh-rostralmiddlefrontal
FM03,ctx-lh-rostralmiddlefrontal
FM04,ctx-lh-rostralmiddlefrontal
FM05,ctx-lh-rostralmiddlefrontal
FM06,ctx-lh-precentral
FM07,ctx-lh-precentral
FM08,ctx-lh-precentral
FM09,ctx-lh-rostralmiddlefrontal
FM10,ctx-lh-rostralmiddlefrontal
FM11,ctx-lh-rostralmiddlefrontal
FM12,ctx-lh-rostralmiddlefrontal
FM13,ctx-lh-parsopercularis
FM14,ctx-lh-parsopercularis
FM15,ctx-lh-precentral
FM16,ctx-lh-precentral
FL01,ctx-lh-rostralmiddlefrontal
FL02,ctx-lh-rostralmiddlefrontal
FL03,ctx-lh-rostralmiddlefrontal
FL04,ctx-lh-parstriangularis
FL05,ctx-lh-parstriangularis
FL06,ctx-lh-parsopercularis
FL07,ctx-lh-precentral
FL08,ctx-lh-postcentral
FL09,ctx-lh-rostralmiddlefrontal
FL10,ctx-lh-rostralmiddlefrontal
FL11,ctx-lh-parstriangularis
FL12,ctx-lh-parstriangularis
FL13,ctx-lh-parstriangularis
FL14,ctx-lh-parsopercularis
FL15,ctx-lh-precentral
FL16,ctx-lh-postcentral
iH1,ctx-rh-paracentral
iH2,ctx-rh-paracentral
iH3,ctx-rh-paracentral
iH4,ctx-lh-postcentral
iH5,ctx-lh-paracentral
iH6,ctx-lh-postcentral
iH7,ctx-lh-superiorparietal
iH8,ctx-lh-superiorparietal
