electrode_name,region
AL1,Left-Amygdala
AL2,Left-Amygdala
AL3,Left-Amygdala
AL4,Left-Cerebral-White-Matter
AL5,Left-Cerebral-White-Matter
AL6,Left-Cerebral-White-Matter
AL7,Left-Cerebral-White-Matter
AL8,Left-Cerebral-White-Matter
AL9,ctx-lh-middletemporal
AL10,Left-Cerebral-White-Matter
AL11,Left-Cerebral-White-Matter
AL12,ctx-lh-middletemporal
AHL1,Left-Hippocampus
AHL2,Left-Hippocampus
AHL3,ctx-lh-fusiform
AHL4,ctx-lh-fusiform
AHL5,Left-Cerebral-White-Matter
AHL6,Left-Cerebral-White-Matter
AHL7,Left-Cerebral-White-Matter
AHL8,Left-Cerebral-White-Matter
AHL9,ctx-lh-middletemporal
AHL10,ctx-lh-middletemporal
APL1,ctx-lh-inferiorparietal
APL2,ctx-lh-inferiorparietal
APL3,ctx-lh-inferiorparietal
APL4,Left-Cerebral-White-Matter
APL5,ctx-lh-supramarginal
PHL1,Left-Hippocampus
PHL2,Left-Hippocampus
PHL3,Left-Inf-Lat-Vent
PHL4,Left-Cerebral-White-Matter
PHL5,Left-Cerebral-White-Matter
PHL6,Left-Cerebral-White-Matter
PHL7,Left-Cerebral-White-Matter
PHL8,Left-Cerebral-White-Matter
PHL9,ctx-lh-middletemporal
PHL10,ctx-lh-middletemporal
PPL1,Left-Cerebral-White-Matter
PPL2,Left-Cerebral-White-Matter
PPL3,Left-Cerebral-White-Matter
PPL4,Left-Cerebral-White-Matter
PPL5,ctx-lh-inferiorparietal
PPL6,ctx-lh-inferiorparietal
PPL7,ctx-lh-inferiorparietal
PPL8,ctx-lh-inferiorparietal
PPL9,ctx-lh-inferiorparietal
PPL10,ctx-lh-inferiorparietal
MPL1,ctx-lh-inferiorparietal
MPL2,ctx-lh-inferiorparietal
MPL3,ctx-lh-inferiorparietal
MPL4,ctx-lh-inferiorparietal
MPL5,ctx-lh-inferiorparietal
MPL6,ctx-lh-supramarginal
MPL7,ctx-lh-superiorparietal
MPL8,Left-Cerebral-White-Matter
MPL9,Left-Cerebral-White-Matter
MPL10,ctx-lh-superiorparietal
MPL11,ctx-lh-superiorparietal
MPL12,ctx-lh-superiorparietal
TOL1,ctx-lh-fusiform
TOL2,ctx-lh-fusiform
TOL3,Left-Cerebral-White-Matter
TOL4,Left-Cerebral-White-Matter
TOL5,ctx-lh-fusiform
TOL6,ctx-lh-inferiortemporal
TOL7,Left-Cerebral-White-Matter
TOL8,ctx-lh-inferiortemporal
TOL9,ctx-lh-middletemporal
TOL10,ctx-lh-middletemporal
