electrode_name,region
FB1,ctx-lh-inferiortemporal
FB2,ctx-lh-inferiortemporal
FB3,ctx-lh-inferiortemporal
FB4,ctx-lh-middletemporal
FB5,ctx-lh-middletemporal
FB6,ctx-lh-superiortemporal
FB7,ctx-lh-precentral
FB8,ctx-lh-parsopercularis
IHv1,ctx-lh-medialorbitofrontal
IHv2,ctx-lh-medialorbitofrontal
IHv3,ctx-lh-medialorbitofrontal
IHv4,ctx-lh-superiorfrontal
IHv5,ctx-lh-superiorfrontal
IHv6,ctx-lh-superiorfrontal
IHv7,ctx-lh-superiorfrontal
IHv8,ctx-lh-superiorfrontal
IHa1,ctx-lh-rostralanteriorcingulate
IHa2,Left-Cerebral-White-Matter
IHa3,ctx-lh-caudalanteriorcingulate
IHa4,ctx-lh-caudalanteriorcingulate
IHa5,ctx-lh-superiorfrontal
IHa6,ctx-lh-superiorfrontal
IHa7,ctx-lh-superiorfrontal
IHa8,ctx-lh-superiorfrontal
Fp01,Left-Cerebral-White-Matter
Fp02,Left-Cerebral-White-Matter
Fp03,ctx-lh-lateralorbitofrontal
Fp04,ctx-lh-lateralorbitofrontal
Fp05,ctx-lh-lateralorbitofrontal
Fp06,ctx-lh-lateralorbitofrontal
Fp07,ctx-lh-rostralmiddlefrontal
Fp08,ctx-lh-rostralmiddlefrontal
Fp09,Right-Lateral-Ventricle
Fp10,ctx-lh-medialorbitofrontal
Fp11,ctx-lh-lateralorbitofrontal
Fp12,ctx-lh-lateralorbitofrontal
Fp13,ctx-lh-lateralorbitofrontal
Fp14,ctx-lh-rostralmiddlefrontal
Fp15,ctx-lh-parstriangularis
Fp16,ctx-lh-rostralmiddlefrontal
C01,ctx-lh-precentral
C02,ctx-lh-precentral
C03,ctx-lh-caudalmiddlefrontal
C04,ctx-lh-caudalmiddlefrontal
C05,ctx-lh-caudalmiddlefrontal
C06,ctx-lh-rostralmiddlefrontal
C07,ctx-lh-rostralmiddlefrontal
C08,ctx-lh-rostralmiddlefrontal
C09,ctx-lh-superiorfrontal
C10,ctx-lh-superiorfrontal
C11,ctx-lh-superiorfrontal
C12,ctx-lh-caudalmiddlefrontal
C13,ctx-lh-caudalmiddlefrontal
C14,ctx-lh-rostralmiddlefrontal
C15,ctx-lh-rostralmiddlefrontal
C16,ctx-lh-superiorfrontal
