electrode_name,region
AR1,Right-Amygdala
AR2,Right-Amygdala
AR3,Right-Amygdala
AR4,Right-Cerebral-White-Matter
AR5,Right-Cerebral-White-Matter
AR6,ctx-rh-middletemporal
AR7,ctx-rh-middletemporal
AR8,ctx-rh-middletemporal
AR9,ctx-rh-middletemporal
AHR1,Right-Hippocampus
AHR2,Right-Hippocampus
AHR3,Right-Hippocampus
AHR4,Right-Cerebral-White-Matter
AHR5,Right-Cerebral-White-Matter
AHR6,Right-Cerebral-White-Matter
AHR7,ctx-rh-middletemporal
AHR8,ctx-rh-middletemporal
AHR9,ctx-rh-middletemporal
PHR1,Right-Hippocampus
PHR2,Right-Hippocampus
PHR3,Right-Cerebral-White-Matter
PHR4,Right-Cerebral-White-Matter
PHR5,Right-Cerebral-White-Matter
PHR6,Right-Cerebral-White-Matter
PHR7,ctx-rh-middletemporal
PHR8,ctx-rh-middletemporal
PHR9,Out-of-bounds
ITR1,ctx-rh-fusiform
ITR2,ctx-rh-fusiform
ITR3,ctx-rh-inferiortemporal
ITR4,Right-Cerebral-White-Matter
ITR5,ctx-rh-inferiortemporal
ITR6,ctx-rh-middletemporal
ITR7,ctx-rh-middletemporal
ITR8,ctx-rh-middletemporal
ITR9,ctx-rh-middletemporal
ITR10,ctx-rh-middletemporal
MFR1,ctx-rh-medialorbitofrontal
MFR2,ctx-rh-medialorbitofrontal
MFR3,ctx-rh-medialorbitofrontal
MFR4,ctx-rh-superiorfrontal
MFR5,ctx-rh-rostralanteriorcingulate
MFR6,ctx-rh-superiorfrontal
MFR7,ctx-rh-superiorfrontal
MFR8,ctx-rh-superiorfrontal
MFR9,Right-Cerebral-White-Matter
MFR10,Right-Cerebral-White-Matter
MFR11,ctx-rh-superiorfrontal
MFR12,ctx-rh-superiorfrontal
MFR13,ctx-rh-superiorfrontal
MFR14,ctx-rh-superiorfrontal
MFR15,ctx-rh-superiorfrontal
FOR1,Right-Cerebral-White-Matter
FOR2,ctx-rh-lateralorbitofrontal
FOR3,Right-Cerebral-White-Matter
FOR4,Right-Cerebral-White-Matter
FOR5,Right-Cerebral-White-Matter
FOR6,Right-Cerebral-White-Matter
FOR7,Right-Cerebral-White-Matter
FOR8,Right-Cerebral-White-Matter
FOR9,Right-Cerebral-White-Matter
FOR10,Right-Cerebral-White-Matter
FOR11,Right-Cerebral-White-Matter
FOR12,Right-Cerebral-White-Matter
FOR13,ctx-rh-superiorfrontal
FOR14,ctx-rh-superiorfrontal
FOR15,ctx-rh-superiorfrontal
MFL1,ctx-lh-medialorbitofrontal
MFL2,ctx-lh-medialorbitofrontal
MFL3,ctx-lh-medialorbitofrontal
MFL4,ctx-lh-medialorbitofrontal
MFL5,ctx-lh-superiorfrontal
MFL6,ctx-lh-superiorfrontal
MFL7,ctx-lh-superiorfrontal
MFL8,Left-Cerebral-White-Matter
MFL9,ctx-lh-superiorfrontal
MFL10,ctx-lh-superiorfrontal
MFL11,ctx-lh-superiorfrontal
MFL12,ctx-lh-superiorfrontal
MFL13,ctx-lh-superiorfrontal
MFL14,ctx-lh-superiorfrontal
MFL15,Out-of-bounds
ACR1,Right-Cerebral-White-Matter
ACR2,ctx-rh-rostralanteriorcingulate
ACR3,ctx-rh-rostralanteriorcingulate
ACR4,Right-Cerebral-White-Matter
ACR5,Right-Cerebral-White-Matter
ACR6,ctx-rh-superiorfrontal
ACR7,ctx-rh-superiorfrontal
ACR8,Right-Cerebral-White-Matter
ACR9,Right-Cerebral-White-Matter
ACR10,Right-Cerebral-White-Matter
ACR11,ctx-rh-superiorfrontal
ACR12,ctx-rh-superiorfrontal
AHL1,Left-Hippocampus
AHL2,Left-Hippocampus
AHL3,Left-Cerebral-White-Matter
AHL4,Left-Cerebral-White-Matter
AHL5,Left-Cerebral-White-Matter
AHL6,Left-Cerebral-White-Matter
AHL7,ctx-lh-middletemporal
AHL8,ctx-lh-middletemporal
AHL9,Out-of-bounds
