electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
F01,ctx-lh-superiorfrontal,1028,2.0,nearest-neighbor,-8.696,53.884,72.333,137,56,182
F02,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-15.696,46.884,71.333,144,57,175
F03,ctx-lh-superiorfrontal,1028,0.0,direct,-23.696,38.884,70.333,152,58,167
F04,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-31.696,32.884,67.333,160,61,161
F05,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-38.696,24.884,65.333,167,63,153
F06,ctx-lh-caudalmiddlefrontal,1003,1.0,nearest-neighbor,-43.696,17.884,60.333,172,68,146
F07,ctx-lh-precentral,1024,0.0,direct,-48.696,8.884,57.333,177,71,137
F08,Left-Cerebral-White-Matter,2,0.0,direct,-53.696,0.884,52.333,182,76,129
F09,ctx-lh-superiorfrontal,1028,4.123105525970459,nearest-neighbor,-12.696,60.884,66.333,141,62,189
F10,ctx-lh-superiorfrontal,1028,1.4142135381698608,nearest-neighbor,-21.696,51.884,66.333,150,62,180
F11,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-28.696,47.884,64.333,157,64,176
F12,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-35.696,36.884,61.333,164,67,165
F13,ctx-lh-caudalmiddlefrontal,1003,1.0,nearest-neighbor,-41.696,31.884,56.333,170,72,160
F14,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-46.696,21.884,53.333,175,75,150
F15,ctx-lh-precentral,1024,0.0,direct,-51.696,13.884,49.333,180,79,142
F16,Left-Cerebral-White-Matter,2,0.0,direct,-54.696,6.884,44.333,183,84,135
F17,ctx-lh-superiorfrontal,1028,2.8284270763397217,nearest-neighbor,-18.696,66.884,59.333,147,69,195
F18,ctx-lh-superiorfrontal,1028,1.4142135381698608,nearest-neighbor,-26.696,59.884,59.333,155,69,188
F19,ctx-lh-rostralmiddlefrontal,1027,3.0,nearest-neighbor,-34.696,51.884,57.333,163,71,180
F20,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-41.696,44.884,53.333,170,75,173
F21,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-45.696,36.884,49.333,174,79,165
F22,ctx-lh-parsopercularis,1018,0.0,direct,-50.696,27.884,44.333,179,84,156
F23,ctx-lh-precentral,1024,0.0,direct,-54.696,19.884,40.333,183,88,148
F24,Left-Cerebral-White-Matter,2,0.0,direct,-54.696,11.884,35.333,183,93,140
F25,ctx-lh-superiorfrontal,1028,4.690415859222412,nearest-neighbor,-22.696,72.884,52.333,151,76,201
F26,ctx-lh-superiorfrontal,1028,2.4494898319244385,nearest-neighbor,-30.696,65.884,51.333,159,77,194
F27,ctx-lh-rostralmiddlefrontal,1027,2.0,nearest-neighbor,-37.696,57.884,48.333,166,80,186
F28,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-43.696,49.884,45.333,172,83,178
F29,ctx-lh-parstriangularis,1020,1.0,nearest-neighbor,-49.696,41.884,41.333,178,87,170
F30,ctx-lh-parsopercularis,1018,0.0,direct,-51.696,32.884,35.333,180,93,161
F31,ctx-lh-parsopercularis,1018,0.0,direct,-53.696,25.884,30.333,182,98,154
F32,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-54.696,15.884,25.333,183,103,144
F33,Out-of-bounds,-1,-1.0,failed,-24.696,77.884,44.333,153,84,206
F34,ctx-lh-rostralmiddlefrontal,1027,3.605551242828369,nearest-neighbor,-33.696,70.884,42.333,162,86,199
F35,ctx-lh-rostralmiddlefrontal,1027,1.7320507764816284,nearest-neighbor,-40.696,63.884,39.333,169,89,192
F36,ctx-lh-rostralmiddlefrontal,1027,2.2360680103302,nearest-neighbor,-45.696,54.884,34.333,174,94,183
F37,ctx-lh-parstriangularis,1020,0.0,direct,-51.696,46.884,32.333,180,96,175
F38,ctx-lh-parstriangularis,1020,2.0,nearest-neighbor,-51.696,36.884,25.333,180,103,165
F39,ctx-lh-parsopercularis,1018,1.4142135381698608,nearest-neighbor,-51.696,29.884,21.333,180,107,158
F40,ctx-lh-superiortemporal,1030,0.0,direct,-53.696,20.884,16.333,182,112,149
F41,ctx-lh-superiorfrontal,1028,4.582575798034668,nearest-neighbor,-24.696,81.884,34.333,153,94,210
F42,Out-of-bounds,-1,-1.0,failed,-34.696,75.884,33.333,163,95,204
F43,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-40.696,66.884,29.333,169,99,195
F44,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-44.696,59.884,26.333,173,102,188
F45,ctx-lh-parstriangularis,1020,0.0,direct,-48.696,51.884,21.333,177,107,180
F46,ctx-lh-parsorbitalis,1019,3.0,nearest-neighbor,-50.696,42.884,16.333,179,112,171
F47,ctx-lh-parsorbitalis,1019,2.2360680103302,nearest-neighbor,-46.696,32.884,13.333,175,115,161
F48,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-50.696,24.884,8.333,179,120,153
DL1,Left-Cerebral-White-Matter,2,0.0,direct,-20.53,34.217,29.0,149,99,162
DL2,Left-Cerebral-White-Matter,2,0.0,direct,-24.125,34.312,32.904,152,95,162
DL3,Left-Cerebral-White-Matter,2,0.0,direct,-27.446,34.259,36.458,155,92,162
DL4,Left-Cerebral-White-Matter,2,0.0,direct,-30.553,34.312,39.904,159,88,162
DL5,Left-Cerebral-White-Matter,2,0.0,direct,-33.946,34.259,43.833,162,84,162
DL6,Left-Cerebral-White-Matter,2,0.0,direct,-36.946,35.259,47.833,165,80,163
DH1,ctx-lh-rostralanteriorcingulate,1026,0.0,direct,-5.411,51.169,37.047,133,91,179
DH2,ctx-lh-superiorfrontal,1028,0.0,direct,-9.03,53.384,39.833,137,88,181
DH3,Left-Cerebral-White-Matter,2,0.0,direct,-12.53,55.55,42.666,141,85,184
DH4,Left-Cerebral-White-Matter,2,0.0,direct,-16.296,57.484,45.533,144,82,185
DH5,ctx-lh-superiorfrontal,1028,0.0,direct,-20.125,59.455,48.476,148,80,187
DH6,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-23.863,60.217,51.0,152,77,188
