electrode_name,region
OR01,ctx-lh-medialorbitofrontal
OR02,ctx-lh-lateralorbitofrontal
OR03,ctx-lh-lateralorbitofrontal
OR04,ctx-lh-rostralmiddlefrontal
OR05,ctx-lh-rostralmiddlefrontal
OR06,ctx-lh-rostralmiddlefrontal
OR07,ctx-lh-rostralmiddlefrontal
OR08,ctx-lh-parstriangularis
OR09,ctx-rh-medialorbitofrontal
OR10,ctx-lh-lateralorbitofrontal
OR11,ctx-lh-lateralorbitofrontal
OR12,ctx-lh-rostralmiddlefrontal
OR13,ctx-lh-rostralmiddlefrontal
OR14,ctx-lh-parsorbitalis
OR15,ctx-lh-rostralmiddlefrontal
OR16,ctx-lh-parstriangularis
F17,ctx-lh-superiorfrontal
F18,ctx-lh-superiorfrontal
F19,ctx-lh-rostralmiddlefrontal
F20,ctx-lh-rostralmiddlefrontal
F21,ctx-lh-caudalmiddlefrontal
F22,ctx-lh-caudalmiddlefrontal
F23,ctx-lh-precentral
F24,ctx-lh-precentral
F25,ctx-lh-superiorfrontal
F26,ctx-lh-rostralmiddlefrontal
F27,ctx-lh-rostralmiddlefrontal
F28,ctx-lh-rostralmiddlefrontal
F29,ctx-lh-caudalmiddlefrontal
F30,ctx-lh-precentral
F31,ctx-lh-precentral
F32,ctx-lh-postcentral
F33,ctx-lh-rostralmiddlefrontal
F34,ctx-lh-rostralmiddlefrontal
F35,ctx-lh-rostralmiddlefrontal
F36,ctx-lh-parstriangularis
F37,ctx-lh-parsopercularis
F38,ctx-lh-precentral
F39,ctx-lh-postcentral
F40,ctx-lh-postcentral
F41,ctx-lh-rostralmiddlefrontal
F42,ctx-lh-parstriangularis
F43,ctx-lh-parstriangularis
F44,ctx-lh-parstriangularis
F45,ctx-lh-parsopercularis
F46,ctx-lh-precentral
F47,ctx-lh-postcentral
F48,ctx-lh-postcentral
F49,ctx-lh-rostralmiddlefrontal
F50,ctx-lh-rostralmiddlefrontal
F51,ctx-lh-parstriangularis
F52,ctx-lh-parstriangularis
F53,ctx-lh-parstriangularis
F54,ctx-lh-postcentral
F55,ctx-lh-postcentral
F56,ctx-lh-supramarginal
F57,ctx-lh-rostralmiddlefrontal
F58,ctx-lh-parsorbitalis
F59,ctx-lh-parstriangularis
F60,ctx-lh-parstriangularis
F61,ctx-lh-precentral
F62,ctx-lh-superiortemporal
F63,ctx-lh-superiortemporal
F64,ctx-lh-superiortemporal
ST1,ctx-lh-parahippocampal
ST2,ctx-lh-parahippocampal
ST3,ctx-lh-entorhinal
ST4,ctx-lh-entorhinal
ST5,ctx-lh-superiortemporal
ST6,ctx-lh-inferiortemporal
ST7,ctx-lh-inferiortemporal
ST8,ctx-lh-lateralorbitofrontal
iH1,ctx-lh-superiorfrontal
iH2,ctx-lh-superiorfrontal
iH3,ctx-lh-superiorfrontal
iH4,ctx-rh-superiorfrontal
iH5,ctx-lh-superiorfrontal
iH6,ctx-lh-superiorfrontal
iH7,ctx-lh-posteriorcingulate
iH8,ctx-rh-posteriorcingulate
Di1,ctx-lh-insula
Di2,ctx-lh-parsopercularis
Di3,Left-Cerebral-White-Matter
Di4,Left-Cerebral-White-Matter
Di5,Left-Cerebral-White-Matter
Di6,Left-Cerebral-White-Matter
Di7,Left-Cerebral-White-Matter
Di8,ctx-lh-parsopercularis
Ds1,Left-Caudate
Ds2,WM-hypointensities
Ds3,Left-Cerebral-White-Matter
Ds4,Left-Cerebral-White-Matter
Ds5,ctx-lh-rostralmiddlefrontal
Ds6,ctx-lh-rostralmiddlefrontal
Ds7,ctx-lh-rostralmiddlefrontal
Ds8,ctx-lh-rostralmiddlefrontal
