electrode_name,region
AIL1,ctx-lh-insula
AIL2,ctx-lh-insula
AIL3,ctx-lh-insula
AIL4,Left-Cerebral-White-Matter
AIL5,Left-Cerebral-White-Matter
AIL6,Left-Cerebral-White-Matter
AIL7,Left-Cerebral-White-Matter
AIL8,ctx-lh-insula
AIL9,Left-Cerebral-White-Matter
AIL10,Left-Cerebral-White-Matter
AIL11,Left-Cerebral-White-Matter
AIL12,Left-Cerebral-White-Matter
AIL13,Left-Cerebral-White-Matter
AIL14,Left-Cerebral-White-Matter
AIL15,Left-Cerebral-White-Matter
ACL1,ctx-lh-rostralanteriorcingulate
ACL2,ctx-lh-rostralanteriorcingulate
ACL3,Left-Cerebral-White-Matter
ACL4,Left-Cerebral-White-Matter
ACL5,Left-Cerebral-White-Matter
ACL6,Left-Cerebral-White-Matter
ACL7,Left-Cerebral-White-Matter
ACL8,Left-Cerebral-White-Matter
ACL9,Left-Cerebral-White-Matter
ACL10,Left-Cerebral-White-Matter
ACL11,Left-Cerebral-White-Matter
ACL12,Left-Cerebral-White-Matter
IPL1,Left-Cerebral-White-Matter
IPL2,ctx-lh-insula
IPL3,Left-Putamen
IPL4,Left-Putamen
IPL5,Left-Putamen
IPL6,Left-Cerebral-White-Matter
IPL7,Left-Cerebral-White-Matter
IPL8,Left-Cerebral-White-Matter
IPL9,Left-Cerebral-White-Matter
IPL10,Left-Cerebral-White-Matter
IPL11,Left-Cerebral-White-Matter
IPL12,Left-Cerebral-White-Matter
IPL13,Left-Cerebral-White-Matter
IPL14,Left-Cerebral-White-Matter
IPL15,Left-Cerebral-White-Matter
FOL1,ctx-lh-parstriangularis
FOL2,ctx-lh-parsopercularis
FOL3,ctx-lh-parsopercularis
FOL4,ctx-lh-parsopercularis
FOL5,ctx-lh-parsopercularis
FOL6,ctx-lh-parsopercularis
FOL7,Left-Cerebral-White-Matter
FOL8,ctx-lh-parsopercularis
COL1,ctx-lh-precentral
COL2,Left-Cerebral-White-Matter
COL3,Left-Cerebral-White-Matter
COL4,Left-Cerebral-White-Matter
COL5,ctx-lh-postcentral
COL6,ctx-lh-postcentral
COL7,ctx-lh-postcentral
COL8,ctx-lh-postcentral
POL1,ctx-lh-supramarginal
POL2,Left-Cerebral-White-Matter
POL3,Left-Cerebral-White-Matter
POL4,Left-Cerebral-White-Matter
POL5,ctx-lh-supramarginal
POL6,ctx-lh-supramarginal
POL7,ctx-lh-supramarginal
POL8,ctx-lh-supramarginal
POL9,ctx-lh-supramarginal
POL10,ctx-lh-supramarginal
PCL1,ctx-lh-isthmuscingulate
PCL2,Left-Cerebral-White-Matter
PCL3,Left-Cerebral-White-Matter
PCL4,Left-Cerebral-White-Matter
PCL5,Left-Cerebral-White-Matter
PCL6,Left-Cerebral-White-Matter
PCL7,Left-Cerebral-White-Matter
PCL8,Left-Cerebral-White-Matter
PCL9,Left-Cerebral-White-Matter
PCL10,Left-Cerebral-White-Matter
PCL11,Left-Cerebral-White-Matter
PCL12,Left-Cerebral-White-Matter
PCL13,Left-Cerebral-White-Matter
PCL14,Left-Cerebral-White-Matter
PCL15,Left-Cerebral-White-Matter
AL1,Left-Amygdala
AL2,Left-Amygdala
AL3,Left-Amygdala
AL4,Left-Amygdala
AL5,Left-Cerebral-White-Matter
AL6,Left-Cerebral-White-Matter
AL7,ctx-lh-superiortemporal
AL8,Left-Cerebral-White-Matter
AL9,ctx-lh-superiortemporal
AL10,ctx-lh-middletemporal
AL11,ctx-lh-middletemporal
AL12,ctx-lh-middletemporal
AHL1,Left-Hippocampus
AHL2,Left-Hippocampus
AHL3,Left-Hippocampus
AHL4,Left-Inf-Lat-Vent
AHL5,Left-Cerebral-White-Matter
AHL6,Left-Cerebral-White-Matter
AHL7,Left-Cerebral-White-Matter
AHL8,ctx-lh-middletemporal
AHL9,Left-Cerebral-White-Matter
AHL10,ctx-lh-middletemporal
AHL11,ctx-lh-middletemporal
AHL12,ctx-lh-middletemporal
PHL1,Left-Hippocampus
PHL2,Left-Hippocampus
PHL3,Left-Cerebral-White-Matter
PHL4,Left-Cerebral-White-Matter
PHL5,Left-Cerebral-White-Matter
PHL6,Left-Cerebral-White-Matter
PHL7,Left-Cerebral-White-Matter
PHL8,Left-Cerebral-White-Matter
PHL9,ctx-lh-middletemporal
PHL10,ctx-lh-middletemporal
PHL11,ctx-lh-middletemporal
PHL12,ctx-lh-middletemporal
IPR1,ctx-rh-insula
IPR2,ctx-rh-insula
IPR3,ctx-rh-insula
IPR4,Right-Cerebral-White-Matter
IPR5,Right-Cerebral-White-Matter
IPR6,Right-Cerebral-White-Matter
IPR7,Right-Cerebral-White-Matter
IPR8,ctx-rh-insula
IPR9,Right-Cerebral-White-Matter
IPR10,Right-Cerebral-White-Matter
IPR11,Right-Cerebral-White-Matter
IPR12,Right-Cerebral-White-Matter
IPR13,Right-Cerebral-White-Matter
IPR14,Right-Cerebral-White-Matter
IPR15,Right-Cerebral-White-Matter
PCR1,Right-Cerebral-White-Matter
PCR2,ctx-rh-isthmuscingulate
PCR3,Right-Cerebral-White-Matter
PCR4,Right-Cerebral-White-Matter
PCR5,Right-Cerebral-White-Matter
PCR6,Right-Cerebral-White-Matter
PCR7,Right-Cerebral-White-Matter
PCR8,Right-Cerebral-White-Matter
PCR9,Right-Cerebral-White-Matter
PCR10,Right-Cerebral-White-Matter
PCR11,Right-Cerebral-White-Matter
PCR12,Right-Cerebral-White-Matter
PCR13,ctx-rh-supramarginal
PCR14,ctx-rh-supramarginal
PCR15,ctx-rh-supramarginal
ACR1,Right-Cerebral-White-Matter
ACR2,Right-Cerebral-White-Matter
ACR3,Right-Cerebral-White-Matter
ACR4,Right-Cerebral-White-Matter
ACR5,Right-Cerebral-White-Matter
ACR6,Right-Cerebral-White-Matter
ACR7,Right-Cerebral-White-Matter
ACR8,Right-Cerebral-White-Matter
ACR9,Right-Cerebral-White-Matter
ACR10,Right-Cerebral-White-Matter
ACR11,Right-Cerebral-White-Matter
ACR12,Right-Cerebral-White-Matter
AHR1,Right-Cerebral-White-Matter
AHR2,Right-Hippocampus
AHR3,Right-Cerebral-White-Matter
AHR4,Right-Cerebral-White-Matter
AHR5,ctx-rh-fusiform
AHR6,ctx-rh-inferiortemporal
AHR7,Right-Cerebral-White-Matter
AHR8,Right-Cerebral-White-Matter
AHR9,ctx-rh-inferiortemporal
AHR10,ctx-rh-middletemporal
AHR11,ctx-rh-middletemporal
AHR12,ctx-rh-middletemporal
